学号	姓名	性别	专业	班级	高等数学	大学物理	程序设计	数据结构	线性代数	离散数学
2024400573	王秀英	女	物联网工程	物联网工程2班	75.1	68.1	73.2	68.7	81.7	74.7
2024400574	周淑英	女	物联网工程	物联网工程2班	75.7	78.6	81.4	63.4	65.8	83.9
2024400575	张辉	女	物联网工程	物联网工程2班	66.6	85	71.9	80.5	92.5	81.3
2024400576	张楠	女	物联网工程	物联网工程2班	61.8	64.5	65.6	63.2	83.5	93.3
2024400577	蒋云	女	物联网工程	物联网工程2班	76.3	89.3	93.3	80.2	69.1	85.1
2024400578	萧红梅	女	物联网工程	物联网工程2班	71.1	70.6	85.8	75.7	82.8	62.3
2024400579	张丽娟	女	物联网工程	物联网工程2班	73.8	76.5	90.4	85.8	68.9	75.3
2024400580	刘金凤	女	物联网工程	物联网工程2班	70.2	60.5	86.2	84.1	67.8	91.6
2024400581	陈秀梅	女	物联网工程	物联网工程2班	78.2	66.6	68.4	70.8	89.7	76.1
2024400582	王洁	女	物联网工程	物联网工程2班	69.8	75.5	91.7	76.3	66.3	84
2024400583	张洁	男	物联网工程	物联网工程2班	66.4	90.8	64.5	69.9	72.7	83.5
2024400584	潘颖	男	物联网工程	物联网工程2班	75.5	72.9	63.3	66.1	85.1	65.5
2024400585	汪建平	女	物联网工程	物联网工程2班	76.1	91.3	85.5	66.7	67.7	73.8
2024400586	王玉华	女	物联网工程	物联网工程2班	74.1	79.9	71.4	76.3	82.7	71.4
2024400587	陈洋	女	物联网工程	物联网工程2班	72.5	69.3	63.7	65.6	88.9	79.7
2024400588	李玉英	男	物联网工程	物联网工程2班	76.5	73.5	69.3	84.7	81.7	90.1
2024400589	陈桂兰	女	物联网工程	物联网工程2班	62.1	79.6	73.2	67	74.3	76.3
2024400590	杨洋	女	物联网工程	物联网工程2班	84.4	67.6	88.1	67.3	92	77.5
2024400591	魏荣	女	物联网工程	物联网工程2班	82.7	72.8	74.8	83.5	84.8	66.6
2024400592	胡淑华	男	物联网工程	物联网工程2班	69.2	61.8	71.2	67.8	84.6	96.5
2024400593	李秀梅	女	物联网工程	物联网工程2班	80.6	76.1	99.5	63.9	72.4	66.5
2024400594	李晶	男	物联网工程	物联网工程2班	75.6	75.1	77.4	86.1	89.6	70.6
2024400595	周桂芳	男	物联网工程	物联网工程2班	67.4	60.2	77.5	88	81.4	81.9
2024400596	林秀珍	女	物联网工程	物联网工程2班	82.2	92.1	82.2	75.3	71.5	67.4
2024400597	杜凤英	女	物联网工程	物联网工程2班	79.6	72.5	96.1	75.1	78.4	77.3
2024400598	李斌	女	物联网工程	物联网工程2班	82	79.1	66.5	83.2	83.8	69
2024400599	张颖	男	物联网工程	物联网工程2班	66.5	70.7	81.7	83.9	75.7	84.7
2024400600	余洁	男	物联网工程	物联网工程2班	97.5	71	70.6	67	83.8	70.8
2024400601	王英	男	数据科学与大数据技术	数据科学与大数据技术1班	74.4	80.7	91.5	76.3	82.8	74.8
2024400602	叶淑华	女	数据科学与大数据技术	数据科学与大数据技术1班	84.5	82.3	87.7	80.3	81.8	74.4
2024400603	王东	男	数据科学与大数据技术	数据科学与大数据技术1班	71.3	82.8	79.4	87.3	77.7	95.8
2024400604	张帆	女	数据科学与大数据技术	数据科学与大数据技术1班	79.3	61.9	72.9	65.9	76.2	78.7
2024400605	李丽华	男	数据科学与大数据技术	数据科学与大数据技术1班	74.8	70.2	71.9	82.1	61.5	77.5
2024400606	齐建国	男	数据科学与大数据技术	数据科学与大数据技术1班	67.8	71.5	64.6	74	82.9	81.9
2024400607	任淑英	男	数据科学与大数据技术	数据科学与大数据技术1班	65.7	77.9	99.8	87.8	63.1	82.9
2024400608	黄娟	女	数据科学与大数据技术	数据科学与大数据技术1班	80.8	88.6	63.9	84	67.9	76.4
2024400609	陈桂荣	女	数据科学与大数据技术	数据科学与大数据技术1班	70.7	65.4	97.3	77.6	68.8	69.3
2024400610	杨楠	男	数据科学与大数据技术	数据科学与大数据技术1班	75	81.7	84.3	82.1	82.9	83.3
2024400611	徐淑华	女	数据科学与大数据技术	数据科学与大数据技术1班	77.3	78.7	80.8	65.8	74.7	71.1
2024400612	张荣	女	数据科学与大数据技术	数据科学与大数据技术1班	92.2	79.3	79	63.6	93.1	64.6
2024400613	杨雪梅	男	数据科学与大数据技术	数据科学与大数据技术1班	70.2	79.8	72.8	83.8	78.3	70.8
2024400614	洪楠	男	数据科学与大数据技术	数据科学与大数据技术1班	64.8	72	78.2	93.5	89	70.7
2024400615	刘宇	男	数据科学与大数据技术	数据科学与大数据技术1班	76.6	76.5	68.2	71.9	71.9	68.7
2024400616	陈燕	男	数据科学与大数据技术	数据科学与大数据技术1班	62.2	88	84.5	79.7	66.9	75
2024400617	任冬梅	男	数据科学与大数据技术	数据科学与大数据技术1班	62.8	65.6	65.1	79.1	84.6	77.9
2024400618	李飞	女	数据科学与大数据技术	数据科学与大数据技术1班	82.4	63	87.1	68	81.5	69.1
2024400619	葛想	女	数据科学与大数据技术	数据科学与大数据技术1班	75.6	74	72.5	72.4	68.5	76.4
2024400620	郁欣	男	数据科学与大数据技术	数据科学与大数据技术1班	64.5	79.3	86.5	85.5	92.1	81
2024400621	黄桂香	女	数据科学与大数据技术	数据科学与大数据技术1班	88.9	76.8	95.6	93	71.3	80.8
2024400622	高琴	男	数据科学与大数据技术	数据科学与大数据技术1班	63.6	90.4	76.5	66	80	83.9
2024400623	任彬	女	数据科学与大数据技术	数据科学与大数据技术1班	82	63.9	71.4	66.6	87	71.6
2024400624	孙玉	女	数据科学与大数据技术	数据科学与大数据技术1班	72	79.9	79.7	77.7	65.6	61.5
2024400625	李成	女	数据科学与大数据技术	数据科学与大数据技术1班	77.7	68.1	70.9	62.7	66	78.7
2024400626	丁涛	男	数据科学与大数据技术	数据科学与大数据技术1班	70.6	70.2	81.2	72.7	72.9	73.8
2024400627	李浩	男	数据科学与大数据技术	数据科学与大数据技术1班	88.7	68.1	85.1	74.7	72.2	71.1
2024400628	吴丽	女	数据科学与大数据技术	数据科学与大数据技术1班	68.9	84.8	71.1	79.8	66.6	69.3
2024400629	陈丹丹	男	数据科学与大数据技术	数据科学与大数据技术1班	75.7	81.9	61.3	78.8	62.6	72
2024400630	梁浩	女	数据科学与大数据技术	数据科学与大数据技术1班	69	70.8	75.3	70.5	80.7	69
2024400631	朱阳	男	数据科学与大数据技术	数据科学与大数据技术1班	75.5	82.1	60.9	79.5	74.3	73.4
2024400632	姚凤兰	男	数据科学与大数据技术	数据科学与大数据技术1班	77.7	71.9	66.8	82.7	90.5	96.3
2024400633	周兰英	女	数据科学与大数据技术	数据科学与大数据技术1班	72.8	65.5	83.2	76.1	68.5	75.1
2024400634	房梅	女	数据科学与大数据技术	数据科学与大数据技术1班	68	67	73.1	74.1	62.5	67.5
2024400635	冯桂花	男	数据科学与大数据技术	数据科学与大数据技术1班	74.7	71.2	75	63	66.5	63.4
2024400636	李婷	女	数据科学与大数据技术	数据科学与大数据技术1班	81.3	83.3	83.1	64	68.3	69.8
2024400637	张秀兰	男	数据科学与大数据技术	数据科学与大数据技术1班	62.4	76.6	86.6	76.7	75.6	80
2024400638	窦英	女	数据科学与大数据技术	数据科学与大数据技术1班	70.7	73.1	81.5	61.7	86.8	74
2024400639	赵欣	女	数据科学与大数据技术	数据科学与大数据技术1班	69.5	68.6	74.9	78.4	76	63.8
2024400640	郭建军	女	数据科学与大数据技术	数据科学与大数据技术1班	78.4	89	72.4	61.9	93.4	68.8
2024400641	田彬	男	数据科学与大数据技术	数据科学与大数据技术1班	63.7	82.3	81	61.9	66.3	77.5
2024400642	霍宁	女	数据科学与大数据技术	数据科学与大数据技术1班	73.2	88	83.7	69.9	76.1	83
2024400643	刘桂花	男	数据科学与大数据技术	数据科学与大数据技术1班	78.2	79	74.8	85.3	75.1	72.2
2024400644	李鑫	女	数据科学与大数据技术	数据科学与大数据技术1班	80.1	79.1	99.9	72.5	66.4	71.9
2024400645	戴桂花	女	数据科学与大数据技术	数据科学与大数据技术1班	66.1	76.3	71.5	71.4	83.4	75.1
2024400646	吴雪梅	女	数据科学与大数据技术	数据科学与大数据技术1班	60	79.8	79.9	87	73.4	77.5
2024400647	贾玉兰	男	数据科学与大数据技术	数据科学与大数据技术1班	65	76.5	90.5	81.6	84.6	68.9
2024400648	孙玉华	女	数据科学与大数据技术	数据科学与大数据技术1班	66.7	77	68.8	71	92.2	65.3
2024400649	蓝宇	男	数据科学与大数据技术	数据科学与大数据技术1班	81.6	75.3	63.9	70.8	68.4	88.8
2024400650	范华	女	数据科学与大数据技术	数据科学与大数据技术1班	94.6	83.2	80.9	62.1	84.5	61.4
2024400651	邓静	女	数据科学与大数据技术	数据科学与大数据技术2班	81.4	67	72.1	80	70.4	73.5
2024400652	王丹	女	数据科学与大数据技术	数据科学与大数据技术2班	69.2	69.6	86.5	81.9	61.6	97.4
2024400653	钱想	女	数据科学与大数据技术	数据科学与大数据技术2班	68.8	71.6	69.6	77.7	73.5	77.9
2024400654	叶玉梅	男	数据科学与大数据技术	数据科学与大数据技术2班	70.2	88.5	78.6	76.1	82	71
2024400655	董宇	男	数据科学与大数据技术	数据科学与大数据技术2班	73.4	73.3	63.6	74.1	82.5	88.2
2024400656	萧冬梅	女	数据科学与大数据技术	数据科学与大数据技术2班	70.7	76.4	95.6	80.2	75.6	76.1
2024400657	王淑英	男	数据科学与大数据技术	数据科学与大数据技术2班	88.3	85.8	72.4	89	74.8	65.8
2024400658	石超	男	数据科学与大数据技术	数据科学与大数据技术2班	74.5	64.4	85.2	68	86.5	81.8
2024400659	何燕	男	数据科学与大数据技术	数据科学与大数据技术2班	67.9	62.9	79.4	80.7	79.5	69.9
2024400660	王磊	女	数据科学与大数据技术	数据科学与大数据技术2班	61.6	86	76.6	66.8	72	62
2024400661	赵斌	女	数据科学与大数据技术	数据科学与大数据技术2班	63.4	85.1	73.8	68.7	67.7	68.5
2024400662	李玉珍	男	数据科学与大数据技术	数据科学与大数据技术2班	87.7	64.2	64.3	63	72.6	97.2
2024400663	王桂芝	女	数据科学与大数据技术	数据科学与大数据技术2班	67.2	74	84.3	84.9	81.3	70.2
2024400664	林秀珍	女	数据科学与大数据技术	数据科学与大数据技术2班	67	85.1	70.9	75.3	97	75.6
2024400665	成瑞	女	数据科学与大数据技术	数据科学与大数据技术2班	76.9	74.8	85.5	77.3	75.5	64.3
2024400666	冯秀梅	男	数据科学与大数据技术	数据科学与大数据技术2班	85.5	80.5	81.5	73.4	70.4	60.4
2024400667	袁海燕	男	数据科学与大数据技术	数据科学与大数据技术2班	77.5	78.4	63.6	81	73.7	66.3
2024400668	阎敏	男	数据科学与大数据技术	数据科学与大数据技术2班	84	73	78.5	79.1	79	81.4
2024400669	黄丽丽	女	数据科学与大数据技术	数据科学与大数据技术2班	68.6	64.8	76.8	67.2	81.1	88.8
2024400670	熊英	男	数据科学与大数据技术	数据科学与大数据技术2班	75.4	88.7	89.3	86.1	84.8	73.4
2024400671	王慧	男	数据科学与大数据技术	数据科学与大数据技术2班	75	81.7	77.2	66.7	77.8	85.5
2024400672	常凤兰	男	数据科学与大数据技术	数据科学与大数据技术2班	65	76.5	78.2	71.5	63	64.3
2024400673	马磊	男	数据科学与大数据技术	数据科学与大数据技术2班	80.9	81.7	73.2	74.7	78.1	70.9
2024400674	吴玉英	男	数据科学与大数据技术	数据科学与大数据技术2班	78.8	60.9	80.6	83.4	88.1	88.1
2024400675	易淑珍	女	数据科学与大数据技术	数据科学与大数据技术2班	80.1	76.7	68.8	85	83.2	74.6
2024400676	彭东	男	数据科学与大数据技术	数据科学与大数据技术2班	83.4	80.6	86.8	61.9	70.1	68.7
2024400677	张坤	女	数据科学与大数据技术	数据科学与大数据技术2班	82.2	83.6	74.3	66.5	70.2	85.5
2024400678	张瑜	女	数据科学与大数据技术	数据科学与大数据技术2班	75.7	80.5	84.8	78.4	64.4	84
2024400679	杨博	女	数据科学与大数据技术	数据科学与大数据技术2班	88	90.1	71.2	76.3	70.8	90.8
2024400680	范杨	男	数据科学与大数据技术	数据科学与大数据技术2班	71.2	68.6	87.3	87.2	75.8	82.3
2024400681	俞建	女	数据科学与大数据技术	数据科学与大数据技术2班	86.9	78.4	75.7	67.2	89.8	94.2
2024400682	陈璐	女	数据科学与大数据技术	数据科学与大数据技术2班	65.3	74.9	68.1	79.7	74.5	68.8
2024400683	张杰	女	数据科学与大数据技术	数据科学与大数据技术2班	83.2	76.9	80.5	64.1	81.8	66.2
2024400684	康阳	男	数据科学与大数据技术	数据科学与大数据技术2班	92.5	93.1	93	81.1	62.3	72.8
2024400685	谢帆	男	数据科学与大数据技术	数据科学与大数据技术2班	60.7	70.7	66.5	69.1	89.9	79.9
2024400686	侯云	女	数据科学与大数据技术	数据科学与大数据技术2班	80.5	73.5	70	66	70	95.2
2024400687	李淑华	男	数据科学与大数据技术	数据科学与大数据技术2班	68.5	69.3	72.7	85.1	85.5	82.5
2024400688	李春梅	女	数据科学与大数据技术	数据科学与大数据技术2班	65.2	68.7	82.6	92.5	78.9	80.6
2024400689	赵华	女	数据科学与大数据技术	数据科学与大数据技术2班	85.3	69	61.2	71.2	90.2	70.7
2024400690	钟玉梅	男	数据科学与大数据技术	数据科学与大数据技术2班	73.6	82	93.3	84.8	73.3	73
2024400691	梁林	女	数据科学与大数据技术	数据科学与大数据技术2班	69.6	67	69.4	89.2	74.3	67.3
2024400692	翟倩	女	数据科学与大数据技术	数据科学与大数据技术2班	81.5	69	69.4	80.2	86	80.3
2024400693	徐芳	男	数据科学与大数据技术	数据科学与大数据技术2班	86.4	69.5	79.7	66.1	84.7	80.5
2024400694	戴东	女	数据科学与大数据技术	数据科学与大数据技术2班	70.2	92.3	68.8	75.1	82	68.1
2024400695	李洋	女	数据科学与大数据技术	数据科学与大数据技术2班	73.2	96.4	68.3	73.7	75.3	69.2
2024400696	徐桂芝	女	数据科学与大数据技术	数据科学与大数据技术2班	79.8	79.3	73.9	68.5	88.6	78.7
2024400697	王玉梅	女	数据科学与大数据技术	数据科学与大数据技术2班	67.4	69	70.2	92.8	79.3	77.3
2024400698	黄鹏	男	数据科学与大数据技术	数据科学与大数据技术2班	61.4	60	70.3	77.5	72.7	72.1
2024400699	刘倩	女	数据科学与大数据技术	数据科学与大数据技术2班	71.2	72.4	92.4	74.6	80.1	80.8
2024400700	李芳	女	数据科学与大数据技术	数据科学与大数据技术2班	84.2	84.9	77.6	78.2	69	82.4
2024400701	杜鹏	男	人工智能	人工智能1班	66.1	80.5	79.6	80.4	88.2	70.4
2024400702	王浩	女	人工智能	人工智能1班	74.5	70.5	85.1	81.2	80.1	82
2024400703	赵志强	男	人工智能	人工智能1班	85.2	68.8	79.1	64.3	66.8	97.8
2024400704	林丽	男	人工智能	人工智能1班	79.4	72.8	72.2	82.6	83.4	72.6
2024400705	李玉华	女	人工智能	人工智能1班	90	66.8	64.7	77.2	76.2	83.8
2024400706	严丹	男	人工智能	人工智能1班	69.7	67.1	72.5	74.1	74.7	61.4
2024400707	李玉华	女	人工智能	人工智能1班	82.4	81.2	66.5	74.7	82.1	74.8
2024400708	朱帆	女	人工智能	人工智能1班	73.1	63.2	80.5	88.1	98.1	81.7
2024400709	朱凯	男	人工智能	人工智能1班	74	84.8	70.1	70.8	86.8	74.3
2024400710	吴刚	女	人工智能	人工智能1班	71.8	89	99.1	80.2	87.5	78.3
2024400711	徐颖	男	人工智能	人工智能1班	75	93.5	81.7	84.2	76.7	68.9
2024400712	王凯	男	人工智能	人工智能1班	84.3	90.2	80.8	65	75.2	90.2
2024400713	曾强	女	人工智能	人工智能1班	70.3	62.5	71.3	75.7	74	75.3
2024400714	杨阳	女	人工智能	人工智能1班	80.5	93.2	74.2	88.7	77.8	87.1
2024400715	郑超	男	人工智能	人工智能1班	75.1	64.6	72.2	91.2	76	65.6
2024400716	王欣	男	人工智能	人工智能1班	76.1	73.1	72.9	73	83.9	73.5
2024400717	杨健	男	人工智能	人工智能1班	76.6	79.3	90.5	75.7	60.4	79.1
2024400718	宋浩	男	人工智能	人工智能1班	90	79.4	90.8	72.5	60.7	65.1
2024400719	冯婷婷	女	人工智能	人工智能1班	70.1	84.9	77.6	87.8	79.2	73.6
2024400720	莫桂英	女	人工智能	人工智能1班	75.4	63.3	67.6	73.3	70.3	77.8
2024400721	徐丹	女	人工智能	人工智能1班	61.9	79.1	61	65.1	60.8	71.1
2024400722	任浩	女	人工智能	人工智能1班	68.5	81.1	68	75.8	71.7	68.4
2024400723	周红	男	人工智能	人工智能1班	68.5	81.7	77.2	79.1	79.4	73.7
2024400724	刘刚	女	人工智能	人工智能1班	71.5	69.1	61	67.7	79.2	60.3
2024400725	李梅	女	人工智能	人工智能1班	63.1	64	67.6	83.9	80.7	70.3
2024400726	邹建国	男	人工智能	人工智能1班	73.5	70.9	74.6	81.4	74.6	64
2024400727	李桂珍	男	人工智能	人工智能1班	75.6	77.5	83.3	78.8	86.3	69.5
2024400728	杭海燕	女	人工智能	人工智能1班	87.2	93.3	84.7	81.8	79	83.5
2024400729	刘旭	女	人工智能	人工智能1班	70.3	75.3	72.1	87.4	68.2	69.9
2024400730	梁鑫	女	人工智能	人工智能1班	75.4	71.5	80.2	82.8	61.7	71.8
2024400731	张志强	男	人工智能	人工智能1班	69.6	63.7	78.1	68.3	85.5	67.6
2024400732	李利	男	人工智能	人工智能1班	78.6	88.4	66.4	91.4	75.2	67
2024400733	温丽丽	男	人工智能	人工智能1班	69.5	64.9	74.2	69	76.1	72.9
2024400734	贾畅	女	人工智能	人工智能1班	70.6	83.6	70.2	80.5	91.1	76.7
2024400735	林浩	男	人工智能	人工智能1班	64.1	80.3	87	68.1	82.7	83.2
2024400736	王丽华	男	人工智能	人工智能1班	60.5	92.4	69.6	96.9	71.2	79.1
2024400737	陈旭	男	人工智能	人工智能1班	91.3	63	78.3	65.3	71.4	70.1
2024400738	罗丽	男	人工智能	人工智能1班	72.1	83.2	61	61.6	74.5	71.8
2024400739	潘瑞	男	人工智能	人工智能1班	80.5	85.6	78.8	78.2	61.7	65.7
2024400740	黄红	男	人工智能	人工智能1班	74.9	80.4	76.9	68.6	69.2	70.9
2024400741	蔡云	男	人工智能	人工智能1班	72.3	60.2	79.9	65.2	75	69.9
2024400742	饶雷	女	人工智能	人工智能1班	78.6	70.6	68.6	61.1	66.7	80.1
2024400743	甘凤英	女	人工智能	人工智能1班	71.8	88.7	70.2	72.4	91.4	94.7
2024400744	李婷婷	男	人工智能	人工智能1班	72.5	82.4	72.5	84.4	68.2	73.2
2024400745	萧桂芝	男	人工智能	人工智能1班	64.1	63.1	91.9	64.3	94.7	76
2024400746	李丹丹	男	人工智能	人工智能1班	79.8	65.1	62.1	87.6	84.3	81
2024400747	钱楠	女	人工智能	人工智能1班	69	77.2	64.2	60.2	73.8	88.5
2024400748	王利	女	人工智能	人工智能1班	61.6	86.1	78.3	68.5	72	76.6
2024400749	郝小红	女	人工智能	人工智能1班	75.4	68.9	84.5	77.6	90.1	66.6
2024400750	徐丽华	女	人工智能	人工智能1班	66.1	84.3	77.6	76.2	78.2	76.4
2024400751	刘强	男	人工智能	人工智能2班	81.9	83	79.9	72.6	85.4	71.4
2024400752	吴志强	女	人工智能	人工智能2班	63.6	75.3	83.5	78.3	69.5	77.9
2024400753	冯想	女	人工智能	人工智能2班	74.4	81.6	87.4	73.4	81.8	83.8
2024400754	任鑫	女	人工智能	人工智能2班	71.1	74.9	84.2	85.2	70.6	79.5
2024400755	许建国	男	人工智能	人工智能2班	60.3	77	83.7	68.7	77.3	73.3
2024400756	胡玉珍	男	人工智能	人工智能2班	84.7	82	82.1	82.7	82.2	76.9
2024400757	胡玉	女	人工智能	人工智能2班	77.5	66.1	70.1	90.9	92.5	80.5
2024400758	陈帆	男	人工智能	人工智能2班	72.5	82.6	81.1	71.8	72.1	76.7
2024400759	胡雪	女	人工智能	人工智能2班	79.1	63.9	90.7	70.7	71.3	72.7
2024400760	吴桂英	男	人工智能	人工智能2班	63.2	80.4	74.3	64.6	67.1	65.8
2024400761	盖博	女	人工智能	人工智能2班	75.3	84.7	71.7	91.8	73.9	62.2
2024400762	罗莉	女	人工智能	人工智能2班	85.1	81.4	70.4	89.1	66.5	61.6
2024400763	陈飞	女	人工智能	人工智能2班	62.4	74.4	74.7	80.9	83.8	88.4
2024400764	廖红梅	女	人工智能	人工智能2班	68.7	96.4	85.7	61.2	66.6	70
2024400765	秦畅	男	人工智能	人工智能2班	69.7	90.5	84.9	71.8	86.9	64.3
2024400766	陈建华	男	人工智能	人工智能2班	73.2	77.9	83.6	75.3	76	68.8
2024400767	张飞	男	人工智能	人工智能2班	75.3	98.3	63.5	68.3	69.8	79.8
2024400768	隆凤兰	男	人工智能	人工智能2班	86.3	75.9	87.2	78.9	73	66.2
2024400769	何红霞	男	人工智能	人工智能2班	84.9	72.4	73	79.6	68.8	71.4
2024400770	廖秀珍	男	人工智能	人工智能2班	79.4	76	87.5	79.5	86.3	62.2
2024400771	黄丽丽	女	人工智能	人工智能2班	66.6	87.3	83.9	67.2	75.3	78.2
2024400772	裴磊	男	人工智能	人工智能2班	78.3	78.4	67.9	75.3	78.6	81.9
2024400773	陈阳	男	人工智能	人工智能2班	75	80.8	85.6	77.8	82.6	77.4
2024400774	范玉	女	人工智能	人工智能2班	70.8	74.9	72.5	74.6	96.7	70.4
2024400775	曹秀云	女	人工智能	人工智能2班	79.7	82.2	90.8	67	82.6	70.1
2024400776	郭丽丽	女	人工智能	人工智能2班	85.3	78.2	98.6	78.4	87.6	63.2
2024400777	李淑英	女	人工智能	人工智能2班	74.9	79.7	75.7	71.4	64.3	76.3
2024400778	尚磊	男	人工智能	人工智能2班	73.4	71.9	67.3	67.3	83.2	70.8
2024400779	杨宇	女	人工智能	人工智能2班	78	68.6	93.9	65.8	68	66.8
2024400780	李杨	男	人工智能	人工智能2班	76.7	70.1	84.4	82.6	80.2	73.6
2024400781	王军	女	人工智能	人工智能2班	85.9	81.3	69.7	87.4	81.7	92.4
2024400782	廖波	男	人工智能	人工智能2班	73.9	80	66.5	69.7	62.4	73.1
2024400783	王丽华	女	人工智能	人工智能2班	80.9	69.9	70.4	70.7	65	63.9
2024400784	司桂芝	男	人工智能	人工智能2班	84.4	96.2	77.5	74.6	78.9	70.4
2024400785	孔金凤	女	人工智能	人工智能2班	85.5	72.6	87	72.4	73.4	69.5
2024400786	李桂兰	女	人工智能	人工智能2班	62.2	67.2	84.4	83.1	89.9	79.8
2024400787	陈雪梅	男	人工智能	人工智能2班	73.1	67.4	74.2	87.9	67.4	67.5
2024400788	尹淑珍	女	人工智能	人工智能2班	68.4	79.4	68.5	81.2	77.5	76.9
2024400789	朱秀云	女	人工智能	人工智能2班	79	74	86.4	76.2	84.9	75.1
2024400790	关坤	男	人工智能	人工智能2班	85.6	72.3	86.1	82.5	73	69.2
2024400791	廖柳	男	人工智能	人工智能2班	75.4	65.9	71.4	62.9	66.8	71.7
2024400792	周晶	女	人工智能	人工智能2班	86.2	72	78.4	77.6	72.6	86
2024400793	刘桂花	女	人工智能	人工智能2班	73.7	79.4	63	72.3	66.9	75.9
2024400794	张燕	男	人工智能	人工智能2班	72.5	75.1	69.5	68.3	70.8	61.8
2024400795	张斌	男	人工智能	人工智能2班	87.9	83.4	67.4	87.2	74.5	69.8
2024400796	侯东	女	人工智能	人工智能2班	90.6	78.2	85.6	94.9	93.5	73.6
2024400797	韦琴	男	人工智能	人工智能2班	66.8	83.6	61.8	90.2	78.7	86.5
2024400798	郭辉	男	人工智能	人工智能2班	82.2	81.6	67	61.4	94.2	78.2
2024400799	陈秀兰	女	人工智能	人工智能2班	78.1	78.9	90.6	86	83.5	77.7
2024400800	宋成	男	人工智能	人工智能2班	68.2	66.6	60.1	77.6	67.9	88.6
2024400801	袁晨	女	网络工程	网络工程1班	97	68	82.8	75	71.5	72.5
2024400802	夏琴	男	网络工程	网络工程1班	78.2	70.1	89.7	80	79.4	89.9
2024400803	黎荣	女	网络工程	网络工程1班	77.2	68.3	82.8	65.9	71.7	77.8
2024400804	薛玉	男	网络工程	网络工程1班	85.8	79	66	64	71.2	69.4
2024400805	韩柳	男	网络工程	网络工程1班	72	73	61.1	67.7	66	71.2
2024400806	谢鑫	男	网络工程	网络工程1班	75.6	78	70.3	79.2	71.5	66.3
2024400807	唐杰	女	网络工程	网络工程1班	78.2	79.4	76.7	74.4	84.5	73.3
2024400808	黄旭	女	网络工程	网络工程1班	81.6	77.8	70.2	84.7	84.7	75
2024400809	王浩	男	网络工程	网络工程1班	77.7	80.7	86	86.3	67	76.6
2024400810	柯斌	女	网络工程	网络工程1班	79.8	96.1	79.7	91.7	80.8	65.4
2024400811	张佳	男	网络工程	网络工程1班	76.7	70	82.3	73.7	70.4	89.4
2024400812	陶佳	女	网络工程	网络工程1班	61.2	75.6	65.3	64.3	73.4	84.8
2024400813	解亮	男	网络工程	网络工程1班	68.9	71.1	93.5	79.7	82.9	74.9
2024400814	蒋成	女	网络工程	网络工程1班	85.7	77.7	72.5	72	71.3	75.6
2024400815	高荣	女	网络工程	网络工程1班	77.7	81.9	62.7	82.9	74.3	62.6
2024400816	吴玉兰	女	网络工程	网络工程1班	61.3	82.9	75.2	84.5	60.3	81.7
2024400817	鞠淑珍	男	网络工程	网络工程1班	87.1	85.3	76.3	73.4	61.1	73.2
2024400818	毛桂花	女	网络工程	网络工程1班	85.4	71.7	66.3	90.9	81.1	73
2024400819	李瑜	男	网络工程	网络工程1班	71.2	85.3	73.9	83.1	62.9	89.6
2024400820	郑玉华	女	网络工程	网络工程1班	80.3	70.4	73.6	75.9	91.2	70.4
2024400821	杨琴	女	网络工程	网络工程1班	78.3	83.2	91.4	75.4	71	71.3
2024400822	邓鑫	男	网络工程	网络工程1班	83.7	76.7	74.4	84.5	81.9	88.7
2024400823	叶梅	男	网络工程	网络工程1班	90.8	76.1	82.6	74.1	67.6	81
2024400824	冯鹏	男	网络工程	网络工程1班	76.2	77.7	89.4	76.2	73.4	74.8
2024400825	吴婷婷	女	网络工程	网络工程1班	71.1	96.8	81.6	73.2	87.8	78.3
2024400826	罗洁	男	网络工程	网络工程1班	76.4	75.1	65.8	71.8	61	81.6
2024400827	胡荣	女	网络工程	网络工程1班	74.3	67.6	78.9	69.3	62.1	77.9
2024400828	王成	女	网络工程	网络工程1班	88.8	74	69.3	81.3	67.8	84.2
2024400829	贺桂兰	女	网络工程	网络工程1班	77.4	68.5	80.6	75.9	75.8	77.4
2024400830	李畅	女	网络工程	网络工程1班	79.6	81.4	66.9	68.3	85.8	69.2
2024400831	韩坤	女	网络工程	网络工程1班	73.1	77.3	68.3	85.6	83.5	83.6
2024400832	陶萍	女	网络工程	网络工程1班	63.9	79.1	66.6	86.9	64.2	71.6
2024400833	郭帆	男	网络工程	网络工程1班	63.6	76.6	67.6	74.1	79.8	76.1
2024400834	许雷	男	网络工程	网络工程1班	60.8	61.7	66.7	61.3	74.4	76.4
2024400835	陈文	女	网络工程	网络工程1班	78	61	63.5	64	73.9	68.6
2024400836	李晶	女	网络工程	网络工程1班	72.1	72.9	75.6	68.7	68.2	81.3
2024400837	李桂荣	女	网络工程	网络工程1班	63.6	65.4	69	74.6	81	67.2
2024400838	苑勇	男	网络工程	网络工程1班	74.7	74.5	77.3	77.9	75.9	62.6
2024400839	宁红梅	男	网络工程	网络工程1班	76.1	80.3	87.2	62	60.5	82.4
2024400840	阳凯	女	网络工程	网络工程1班	94.5	76.3	85.6	60.7	63	76.1
2024400841	关颖	女	网络工程	网络工程1班	63	67.7	88.3	74.6	64.9	79.8
2024400842	李秀芳	男	网络工程	网络工程1班	60.2	80.6	81.5	75.5	83.9	92.7
2024400843	柴红	女	网络工程	网络工程1班	80.3	66.1	72	81	84	81.8
